lat,lon,elevation,NDVI,slope
16.155405437,108.2491477958,0.1997886449098587,0.0352112676056338,1.464016035544275
16.155405437,108.2494306831,0.0006373227224685,0.0292972972972972,1.9416934306389195
16.1551400596,108.2480162465,4.372262477874756,0.0705917394757744,3.3395956169515046
16.1551400596,108.2482991338,4.895744800567627,0.0724136226582966,0.8213647426057851
16.1551400596,108.2485820211,11.10627937316895,0.0892259971889691,2.2050409432084384
16.1551400596,108.2488649084,17.36017608642578,0.0935068609421417,2.386906844569069
16.1551400596,108.2491477958,10.54594230651855,0.0954259415797877,1.1483842672133258
16.1551400596,108.2494306831,2.691078662872314,0.0853594459039885,5.867036858666791
16.1551400596,108.2497135704,0.2096312195062637,0.0491500179754506,0.7616063146796846
16.1548746823,108.2474504718,15.31869029998779,0.1162877376071561,5.67630737267892
16.1548746823,108.2477333591,20.30138778686523,0.1653191584401661,7.248725442433737
16.1548746823,108.2480162465,25.65500259399414,0.2271239799511205,1.2283096120954817
16.1548746823,108.2482991338,27.00046348571777,0.2193177526958419,1.8053257891306507
16.1548746823,108.2485820211,31.19558334350586,0.2220385219475903,2.4630957965373885
16.1548746823,108.2488649084,45.78522872924805,0.1762057609737796,3.3476690255612764
16.1548746823,108.2491477958,26.78287506103516,0.1725035590807402,0.5907854643767196
16.1548746823,108.2494306831,16.72803688049316,0.1595150411718459,3.2528742887790165
16.1548746823,108.2497135704,9.238959312438965,0.1041834632267311,1.7709741507675358
16.1548746823,108.2499964577,5.107887744903564,0.0580964153275649,1.347291187235782
16.1546093049,108.2471675845,27.55660820007324,0.2257551669316375,3.0198965652013765
16.1546093049,108.2474504718,37.36753845214844,0.2586082927218982,1.64353274618607
16.1546093049,108.2477333591,36.98564529418945,0.3040931104514919,0.9468330191032681
16.1546093049,108.2480162465,40.73250579833984,0.3023219266884061,4.1168006283581935
16.1546093049,108.2482991338,42.79924392700195,0.2939729397293973,0.6639915786335903
16.1546093049,108.2485820211,51.00818252563477,0.3069345481446871,0.9081868124213147
16.1546093049,108.2488649084,60.65544891357422,0.2838058778960801,1.9237085507907115
16.1546093049,108.2491477958,56.39436340332031,0.2888342048600431,1.2723532056608575
16.1546093049,108.2494306831,47.5623664855957,0.2595190380761523,2.4674655743657086
16.1546093049,108.2497135704,33.06528472900391,0.1977091039255459,1.9569458487990927
16.1546093049,108.2499964577,19.14728736877441,0.1501657176850514,0.39716031151299525
16.1546093049,108.2502793451,10.86075401306152,0.1066282420749279,1.2577576925752927
16.1546093049,108.2505622324,4.864180564880371,0.0672729050552459,1.2636165318450854
16.1546093049,108.2508451197,2.154017448425293,0.0576628156630201,2.759754751715918
16.1546093049,108.251128007,0.0312948152422905,0.0452024693941613,2.2583430688188817
16.1543439276,108.2466018098,43.85710906982422,0.2928676300131365,1.4628795787939044
16.1543439276,108.2468846972,40.81793975830078,0.3051049894047389,1.9521750215621698
16.1543439276,108.2471675845,44.47940444946289,0.3196637121010385,4.652245320707355
16.1543439276,108.2474504718,48.69233322143555,0.3276977744529643,2.1489277508400253
16.1543439276,108.2477333591,54.83225631713867,0.3330827632864767,8.203697134925507
16.1543439276,108.2480162465,55.18158340454102,0.3298922119325945,1.4919463386560659
16.1543439276,108.2482991338,57.98908615112305,0.3226676946800308,2.045845427050057
16.1543439276,108.2485820211,64.52471160888672,0.3148370597124811,1.5190307033217072
16.1543439276,108.2488649084,67.67588806152344,0.3233185908189721,1.067603220685357
16.1543439276,108.2491477958,73.76716613769531,0.3301307116523293,0.761214129605326
16.1543439276,108.2494306831,68.00090026855469,0.3173207036535859,1.6555084549216579
16.1543439276,108.2497135704,58.86993408203125,0.2900370678568726,4.814853155294142
16.1543439276,108.2499964577,44.29823684692383,0.2356812661599937,2.544258977567778
16.1543439276,108.2502793451,30.13076972961426,0.2176785152563699,0.8251294722878842
16.1543439276,108.2505622324,20.15653610229492,0.1790051572117784,4.1794166429101764
16.1543439276,108.2508451197,11.87483692169189,0.1442728327827872,1.8469070053714498
16.1543439276,108.251128007,10.22109127044678,0.0983073539256,2.4393889898667607
16.1543439276,108.2514108944,5.035620212554932,0.0666802402524687,2.7415829381243375
16.1543439276,108.2516937817,2.680593490600586,0.0491837588949351,2.44298038657997
16.1543439276,108.251976669,3.71099328994751,0.0425847457627118,1.9977321658870681
16.1543439276,108.2522595563,2.302547454833984,0.0437809895558603,2.1224567943658115
16.1543439276,108.2525424437,1.240569829940796,0.0463332632906072,3.1254247219938556
16.1543439276,108.252825331,1.665103077888489,0.0441052631578947,2.924092105893398
16.1543439276,108.2531082183,7.515150547027588,0.0372611464968152,0.42656506311180525
16.1543439276,108.2533911056,2.116286277770996,0.0355869993084738,1.4384483306167029
16.1543439276,108.253673993,0.3395083844661713,0.0347177848775292,1.0238557329352072
16.1540785502,108.2460360352,41.22065353393555,0.3282609514482654,2.7310470680314665
16.1540785502,108.2463189225,51.11314392089844,0.3190251275269223,2.6669174402162446
16.1540785502,108.2466018098,60.17373657226562,0.3196291511513033,1.5530008703388067
16.1540785502,108.2468846972,64.19589233398438,0.3278133232969514,1.0413807363234198
16.1540785502,108.2471675845,64.43367767333984,0.3299496202722009,1.245678587039102
16.1540785502,108.2474504718,65.78138732910156,0.3325878713332588,2.6406608416099533
16.1540785502,108.2477333591,74.46025085449219,0.3431368926658045,1.4981443858963166
16.1540785502,108.2480162465,75.09150695800781,0.3451967806246769,1.779182663886867
16.1540785502,108.2482991338,73.0731430053711,0.3345099511828764,1.6256555657450482
16.1540785502,108.2485820211,78.52706146240234,0.3281279468899702,0.839533551759228
16.1540785502,108.2488649084,84.41403198242188,0.3316918485357209,0.9268588959793344
16.1540785502,108.2491477958,89.15642547607422,0.336264548309625,1.7967602552398558
16.1540785502,108.2494306831,82.46788024902344,0.343543740655654,4.392197235444781
16.1540785502,108.2497135704,73.56205749511719,0.3315351930537594,0.9709589743443484
16.1540785502,108.2499964577,61.74889755249023,0.3066777208320771,2.3981484843079452
16.1540785502,108.2502793451,52.07852172851562,0.3155354449472096,3.574803277813407
16.1540785502,108.2505622324,45.41194534301758,0.3101573567135036,0.03809753629807755
16.1540785502,108.2508451197,34.3712158203125,0.2629996750081248,9.310724255933273
16.1540785502,108.251128007,34.29671096801758,0.2226565819665165,1.4237948378301735
16.1540785502,108.2514108944,22.15834617614746,0.183872396987151,2.873945908059688
16.1540785502,108.2516937817,19.05709266662598,0.1538771670474398,8.998089222902506
16.1540785502,108.251976669,21.42024230957031,0.1322366055375764,0.9132739665565536
16.1540785502,108.2522595563,20.75063133239746,0.1228976834851987,0.5403427274762334
16.1540785502,108.2525424437,24.1821117401123,0.1077513574237034,1.3824131846790677
16.1540785502,108.252825331,22.08416366577148,0.102105755732335,0.6640449104063009
16.1540785502,108.2531082183,23.88661193847656,0.1132049327975613,3.6402724112461327
16.1540785502,108.2533911056,22.0190486907959,0.1048990016252612,0.7981978958629923
16.1540785502,108.253673993,13.60250854492188,0.0967863360466757,1.733622778071207
16.1540785502,108.2539568803,9.095710754394531,0.0764349863334634,2.875421235331803
16.1540785502,108.2542397676,0.8290666341781616,0.0540775162130419,1.4755992193239313
16.1538131729,108.2457531479,42.16851806640625,0.3178953879460316,1.3440491714517455
16.1538131729,108.2460360352,53.94939422607422,0.3278750952018279,0.040578272991724874
16.1538131729,108.2463189225,57.81085968017578,0.3334089191232048,0.882628688219679
16.1538131729,108.2466018098,66.01856994628906,0.3363084077101927,5.335853647232282
16.1538131729,108.2468846972,80.82598114013672,0.3295321527017332,3.862597278548418
16.1538131729,108.2471675845,85.6989974975586,0.3314562450726433,0.6290420066097014
16.1538131729,108.2474504718,86.38911437988281,0.3075953717493412,1.1673891043642717
16.1538131729,108.2477333591,92.55953979492188,0.321393633832493,0.9230079039131706
16.1538131729,108.2480162465,92.92760467529295,0.3529646129885182,3.2044872661271206
16.1538131729,108.2482991338,91.53573608398438,0.3410741273176306,0.07480539855631191
16.1538131729,108.2485820211,97.78298950195312,0.326809439572434,1.6624526848972037
16.1538131729,108.2488649084,102.5956878662109,0.329204134174098,0.629735844988287
16.1538131729,108.2491477958,105.867301940918,0.3347612541083496,0.38157233275980573
16.1538131729,108.2494306831,94.84253692626952,0.3470175055500964,4.294122667689348
