lat,lon,elevation,NDVI
16.1538131729,108.2468846972,80.82598114013672,0.3295321527017332
16.1538131729,108.2471675845,85.6989974975586,0.3314562450726433
16.1538131729,108.2474504718,86.38911437988281,0.3075953717493412
16.1538131729,108.2477333591,92.55953979492188,0.321393633832493
16.1538131729,108.2480162465,92.92760467529295,0.3529646129885182
16.1538131729,108.2482991338,91.53573608398438,0.3410741273176306
16.1538131729,108.2485820211,97.78298950195312,0.326809439572434
16.1538131729,108.2488649084,102.5956878662109,0.329204134174098
16.1538131729,108.2491477958,105.867301940918,0.3347612541083496
16.1538131729,108.2494306831,94.84253692626952,0.3470175055500964
16.1538131729,108.2497135704,83.33287048339844,0.3554781484540525
16.1538131729,108.2499964577,77.63745880126953,0.3549659376120473
16.1538131729,108.2502793451,72.4096450805664,0.3515393344803602
16.1538131729,108.2505622324,66.33135223388672,0.3421201280361514
16.1538131729,108.2508451197,52.74898147583008,0.331869148075367
16.1538131729,108.251128007,48.8383674621582,0.3211023438411008
16.1538131729,108.2514108944,46.07062911987305,0.2879479616985172
16.1538131729,108.2516937817,42.2275390625,0.2869834219084635
16.1538131729,108.251976669,40.42871475219727,0.2791854680087932
16.1538131729,108.2522595563,41.13114547729492,0.2749787825013502
16.1538131729,108.2525424437,52.14228820800781,0.2206072216900587
16.1538131729,108.252825331,40.9958610534668,0.1798597404778902
16.1538131729,108.2531082183,44.08722686767578,0.2076346623607833
16.1538131729,108.2533911056,43.33917999267578,0.1946072684642438
16.1538131729,108.253673993,34.02164077758789,0.1982559845721712
16.1538131729,108.2539568803,26.94034767150879,0.1969805591869438
16.1538131729,108.2542397676,13.89620113372803,0.1471904080171796
16.1538131729,108.2545226549,3.488075256347656,0.0681063945713012
16.1535477955,108.2451873732,30.25094795227051,0.3128544423440453
16.1535477955,108.2454702605,48.84724807739258,0.318754141815772
16.1535477955,108.2457531479,55.21660995483398,0.3099980510621711
16.1535477955,108.2460360352,66.56465148925781,0.3306944130287265
16.1535477955,108.2463189225,74.08065795898438,0.3487313186207909
16.1535477955,108.2466018098,78.28129577636719,0.3374361269628138
16.1535477955,108.2468846972,91.19440460205078,0.3403215578020666
16.1535477955,108.2471675845,95.5149154663086,0.3103192554414327
16.1535477955,108.2474504718,99.31452941894533,0.2462300076161462
16.1535477955,108.2477333591,108.3463287353516,0.2383975227404683
16.1535477955,108.2480162465,111.008918762207,0.294524929444967
16.1535477955,108.2482991338,106.6826477050781,0.3288879010150404
16.1535477955,108.2485820211,110.2298049926758,0.3024192017014165
16.1535477955,108.2488649084,115.4957427978516,0.2987635533574282
16.1535477955,108.2491477958,112.9511566162109,0.3176052952704951
16.1535477955,108.2494306831,108.9758834838867,0.3655099894847529
16.1535477955,108.2497135704,99.90933227539062,0.3711946252361957
16.1535477955,108.2499964577,98.19234466552734,0.3587890065845978
16.1535477955,108.2502793451,90.7013168334961,0.3392484342379958
16.1535477955,108.2505622324,82.97709655761719,0.3509375346721402
16.1535477955,108.2508451197,71.47425079345703,0.3534158949756406
16.1535477955,108.251128007,64.86951446533203,0.3422205438066465
16.1535477955,108.2514108944,66.33898162841797,0.3263689320388349
16.1535477955,108.2516937817,67.91012573242188,0.3341755675510126
16.1535477955,108.251976669,60.17952346801758,0.3132087036469506
16.1535477955,108.2522595563,67.16558837890625,0.3183701137305114
16.1535477955,108.2525424437,69.85088348388672,0.2919196271199718
16.1535477955,108.252825331,67.23684692382812,0.2760440925322155
16.1535477955,108.2531082183,64.41650390625,0.2367396593673966
16.1535477955,108.2533911056,56.55939483642578,0.2820612769938411
16.1535477955,108.253673993,45.5154914855957,0.3153328347045624
16.1535477955,108.2539568803,43.27204895019531,0.2937802751404766
16.1535477955,108.2542397676,36.7518310546875,0.2519009474240637
16.1535477955,108.2545226549,16.91062164306641,0.1714434601354872
16.1535477955,108.2548055423,4.074459552764893,0.0842466084101771
16.1535477955,108.2550884296,9.84140682220459,0.0471424809059784
16.1535477955,108.2553713169,0.8851471543312073,0.0378678630561341
16.1535477955,108.2556542042,1.155035018920898,0.0390338580979081
16.1535477955,108.2559370916,3.642162322998047,0.0498787303595908
16.1535477955,108.2562199789,0.7098464965820312,0.0447001431677183
16.1532824182,108.2446215986,25.91732025146484,0.2572164306184325
16.1532824182,108.2449044859,33.42601776123047,0.3387285860152025
16.1532824182,108.2451873732,38.14595794677734,0.3230447089844507
16.1532824182,108.2454702605,54.37052536010742,0.3243035247037094
16.1532824182,108.2457531479,67.97059631347656,0.3232415902140673
16.1532824182,108.2460360352,77.33972930908203,0.3227918373597764
16.1532824182,108.2463189225,84.0636215209961,0.3488541818712596
16.1532824182,108.2466018098,93.34400939941406,0.3367200441744892
16.1532824182,108.2468846972,99.32937622070312,0.3093326362176494
16.1532824182,108.2471675845,118.8953323364258,0.2499806755816649
16.1532824182,108.2474504718,128.5908355712891,0.2105263157894736
16.1532824182,108.2477333591,135.2836303710938,0.2178397324845896
16.1532824182,108.2480162465,133.0297698974609,0.3025865713517045
16.1532824182,108.2482991338,131.8300170898438,0.316284919394794
16.1532824182,108.2485820211,136.8511352539062,0.2845293058924798
16.1532824182,108.2488649084,142.6227569580078,0.2614677080442453
16.1532824182,108.2491477958,135.2240142822266,0.2790548446759521
16.1532824182,108.2494306831,117.4753189086914,0.3411840045538636
16.1532824182,108.2497135704,117.6047668457031,0.3535745047372954
16.1532824182,108.2499964577,108.3955535888672,0.3598140865212728
16.1532824182,108.2502793451,110.5822982788086,0.3511397314404888
16.1532824182,108.2505622324,102.1480560302734,0.3567438148443735
16.1532824182,108.2508451197,91.60552978515624,0.3477076882903719
16.1532824182,108.251128007,80.91572570800781,0.3454818147731534
16.1532824182,108.2514108944,88.33769226074219,0.3274878758486906
16.1532824182,108.2516937817,93.99143981933594,0.321729585636442
16.1532824182,108.251976669,80.5794677734375,0.2943650793650794
16.1532824182,108.2522595563,86.99320983886719,0.3127344444874125
16.1532824182,108.2525424437,90.66793823242188,0.3216934839666781
16.1532824182,108.252825331,91.78125,0.31175703658256
16.1532824182,108.2531082183,90.32282257080078,0.2597769877181642
16.1532824182,108.2533911056,74.32655334472656,0.2364867621262187
16.1532824182,108.253673993,68.915283203125,0.3010332950631458
16.1532824182,108.2539568803,62.04380798339844,0.3097440227194228
16.1532824182,108.2542397676,45.89570999145508,0.3213972132086276
16.1532824182,108.2545226549,37.83415985107422,0.2954823889739663
16.1532824182,108.2548055423,24.41035079956055,0.2049401135563015
16.1532824182,108.2550884296,32.34194564819336,0.1674199963840173
16.1532824182,108.2553713169,36.45492935180664,0.1406286488253701
16.1532824182,108.2556542042,20.70594024658203,0.1415567527401077
16.1532824182,108.2559370916,19.35406494140625,0.1383536057582798
16.1532824182,108.2562199789,19.20296478271484,0.1161781675513501
16.1532824182,108.2565028662,9.637335777282717,0.083377898779717
16.1532824182,108.2567857535,6.424798965454102,0.0481539261570462
16.1532824182,108.2570686409,1.021833539009094,0.0406598635858933
16.1530170408,108.2443387112,20.18810081481934,0.2714554103209817
16.1530170408,108.2446215986,35.39374923706055,0.3176452493559426
16.1530170408,108.2449044859,52.53567504882812,0.3277458188883386
16.1530170408,108.2451873732,57.81157684326172,0.3315673957466132
16.1530170408,108.2454702605,68.73738861083984,0.3315887283346607
16.1530170408,108.2457531479,77.83544158935547,0.3298282774793857
16.1530170408,108.2460360352,87.40306854248047,0.3090797921125038
16.1530170408,108.2463189225,96.16719818115234,0.3217054263565891
16.1530170408,108.2466018098,116.8046035766602,0.2805872126714313
16.1530170408,108.2468846972,129.8280639648438,0.2280216427321915
16.1530170408,108.2471675845,138.58251953125,0.268848929468522
16.1530170408,108.2474504718,145.1311340332031,0.2927527143025124
16.1530170408,108.2477333591,151.4924621582031,0.294425155073538
16.1530170408,108.2480162465,153.5022125244141,0.3082212950084995
16.1530170408,108.2482991338,152.7438507080078,0.2990764859104902
16.1530170408,108.2485820211,158.0005187988281,0.2941970846407435
16.1530170408,108.2488649084,160.5420379638672,0.3192565625598774
16.1530170408,108.2491477958,150.1354827880859,0.3589251439539347
16.1530170408,108.2494306831,139.1744537353516,0.3444296653125786
16.1530170408,108.2497135704,126.4853744506836,0.3144343302990897
16.1530170408,108.2499964577,122.9769287109375,0.3489803220035778
16.1530170408,108.2502793451,123.9543228149414,0.3604526247940987
16.1530170408,108.2505622324,116.1911087036133,0.3525839182456268
16.1530170408,108.2508451197,108.3407363891602,0.3486982815841876
16.1530170408,108.251128007,101.7614517211914,0.3462126580390109
16.1530170408,108.2514108944,109.0713424682617,0.3157957103922266
16.1530170408,108.2516937817,121.0035095214844,0.2972686937762038
16.1530170408,108.251976669,108.0530776977539,0.2579099545642296
16.1530170408,108.2522595563,113.7499160766602,0.2647942203100901
16.1530170408,108.2525424437,116.0698318481445,0.2931075602194133
16.1530170408,108.252825331,114.811408996582,0.2931704608550805
16.1530170408,108.2531082183,111.0608367919922,0.311901557392809
16.1530170408,108.2533911056,94.14909362792967,0.31312134780299
16.1530170408,108.253673993,89.0283203125,0.3169527571016254
16.1530170408,108.2539568803,77.14177703857422,0.3314479638009049
16.1530170408,108.2542397676,61.60824966430664,0.3540204678362573
16.1530170408,108.2545226549,58.87288665771484,0.3514564531513684
16.1530170408,108.2548055423,46.87813949584961,0.3388116787215511
16.1530170408,108.2550884296,51.90896606445312,0.2943498642980508
16.1530170408,108.2553713169,55.52414703369141,0.2795450799406626
16.1530170408,108.2556542042,44.49015808105469,0.2732999515425617
16.1530170408,108.2559370916,43.29170227050781,0.2728857890148213
16.1530170408,108.2562199789,36.02731704711914,0.2205727265352478
16.1530170408,108.2565028662,31.99859237670898,0.1790425932906144
16.1530170408,108.2567857535,27.26027870178223,0.1322199955466488
16.1530170408,108.2570686409,16.63258743286133,0.108082322475126
16.1530170408,108.2573515282,2.616026878356934,0.0974873438298267
16.1527516635,108.2437729366,7.612500190734863,0.1870039900030692
16.1527516635,108.2440558239,22.9521598815918,0.2954880795216277
16.1527516635,108.2443387112,32.36337661743164,0.3249582511006528
16.1527516635,108.2446215986,42.86544418334961,0.3223298740091142
16.1527516635,108.2449044859,60.48861694335938,0.3263912728382347
16.1527516635,108.2451873732,76.80108642578125,0.3294933495016863
16.1527516635,108.2454702605,87.05894470214844,0.332731852186008
16.1527516635,108.2457531479,91.16950988769533,0.3155434946479722
16.1527516635,108.2460360352,110.2262268066406,0.2784192173576133
16.1527516635,108.2463189225,117.4728469848633,0.2740687849577531
16.1527516635,108.2466018098,129.3227081298828,0.2664314433412653
16.1527516635,108.2468846972,144.6631011962891,0.2696345731260682
16.1527516635,108.2471675845,156.4394836425781,0.3040551119461406
16.1527516635,108.2474504718,162.6481475830078,0.3196460719347301
16.1527516635,108.2477333591,168.7664337158203,0.3149682142169139
16.1527516635,108.2480162465,170.4837951660156,0.31605819801144
16.1527516635,108.2482991338,172.8523712158203,0.3091749588654705
16.1527516635,108.2485820211,176.1687316894531,0.3048766134410922
16.1527516635,108.2488649084,175.6929321289062,0.323111954459203
16.1527516635,108.2491477958,167.8801879882812,0.3452099618251227
16.1527516635,108.2494306831,151.8374328613281,0.3468824853015896
16.1527516635,108.2497135704,142.7371368408203,0.3329416516726031
16.1527516635,108.2499964577,133.5301055908203,0.3285928966755855
16.1527516635,108.2502793451,131.5127258300781,0.3472222222222222
16.1527516635,108.2505622324,132.2485046386719,0.35534511936053
16.1527516635,108.2508451197,126.3855133056641,0.348553922462526
16.1527516635,108.251128007,119.5573425292969,0.3393715755339371
16.1527516635,108.2514108944,126.9881820678711,0.3176543641091318
16.1527516635,108.2516937817,139.2431945800781,0.2989946729683181
16.1527516635,108.251976669,134.903076171875,0.2552745219000616
16.1527516635,108.2522595563,141.5162200927734,0.2258468735641786
16.1527516635,108.2525424437,142.6631622314453,0.2598939208486332
16.1527516635,108.252825331,137.7425079345703,0.296827705491568
16.1527516635,108.2531082183,123.0535354614258,0.3350349572744423
16.1527516635,108.2533911056,115.9808349609375,0.3407813070463673
16.1527516635,108.253673993,101.4194107055664,0.3424245756809267
16.1527516635,108.2539568803,90.96128845214844,0.3362910381543922
16.1527516635,108.2542397676,85.32919311523438,0.339003018923496
16.1527516635,108.2545226549,76.11121368408203,0.3515082485211449
16.1527516635,108.2548055423,62.24309539794922,0.3544280374523518
16.1527516635,108.2550884296,69.41541290283203,0.3089506048792251
16.1527516635,108.2553713169,68.0032958984375,0.3406768716526759
16.1527516635,108.2556542042,60.73129653930664,0.328851923588166
16.1527516635,108.2559370916,52.50719451904297,0.3309705150441143
16.1527516635,108.2562199789,50.00676345825195,0.2970804890277295
16.1527516635,108.2565028662,46.29641342163086,0.2288138938227748
16.1527516635,108.2567857535,40.47890853881836,0.224835147374275
16.1527516635,108.2570686409,32.61989212036133,0.2108762291492495
16.1527516635,108.2573515282,18.49389457702637,0.1392904073587385
16.1527516635,108.2576344155,9.070696830749512,0.0750465366905065
16.1527516635,108.2579173028,0.1620870977640152,0.0690782953419227
16.1524862861,108.2434900493,12.06558036804199,0.1997744132575593
16.1524862861,108.2437729366,16.80658149719238,0.2968411089639942
16.1524862861,108.2440558239,28.92375373840332,0.3243801652892562
16.1524862861,108.2443387112,44.88361740112305,0.3348591152965895
16.1524862861,108.2446215986,57.91947555541992,0.3213231630188968
16.1524862861,108.2449044859,70.12023162841797,0.3229794703503014
16.1524862861,108.2451873732,82.23238372802734,0.2988656532139825
16.1524862861,108.2454702605,94.07806396484376,0.2937079173438588
16.1524862861,108.2457531479,115.2442779541016,0.2832962492053401
16.1524862861,108.2460360352,130.3287200927734,0.2758884372358836
16.1524862861,108.2463189225,139.5801849365234,0.2831061343719571
16.1524862861,108.2466018098,149.1302185058594,0.2778575236845343
16.1524862861,108.2468846972,159.3089904785156,0.2840886081075608
16.1524862861,108.2471675845,167.6662902832031,0.301140174379611
16.1524862861,108.2474504718,178.3210754394531,0.3125121241513094
16.1524862861,108.2477333591,183.4466094970703,0.3234283095256283
16.1524862861,108.2480162465,183.6827239990234,0.3308333333333333
16.1524862861,108.2482991338,192.0089416503906,0.3165786202610317
16.1524862861,108.2485820211,198.6107177734375,0.3027825813551328
16.1524862861,108.2488649084,196.3124237060547,0.3108024691358024
16.1524862861,108.2491477958,182.5975799560547,0.3303627789536222
16.1524862861,108.2494306831,170.0813751220703,0.3515051130635172
16.1524862861,108.2497135704,156.8607635498047,0.3545121688563429
16.1524862861,108.2499964577,149.6820526123047,0.3335537918871252
16.1524862861,108.2502793451,138.1804962158203,0.3344280240831965
16.1524862861,108.2505622324,138.7863311767578,0.3535237959023134
16.1524862861,108.2508451197,137.0486450195312,0.3618092233525929
16.1524862861,108.251128007,133.1788787841797,0.3454452405322415
16.1524862861,108.2514108944,140.9674072265625,0.321875
16.1524862861,108.2516937817,149.4106750488281,0.3082276523352923
16.1524862861,108.251976669,154.7886657714844,0.2747576580069794
16.1524862861,108.2522595563,157.9694976806641,0.2550705381218492
16.1524862861,108.2525424437,156.7360992431641,0.2516397627744393
16.1524862861,108.252825331,153.6580505371094,0.3122588305135055
16.1524862861,108.2531082183,143.8546447753906,0.3392396790240006
16.1524862861,108.2533911056,131.3842468261719,0.3320114562679004
16.1524862861,108.253673993,115.0334548950195,0.3499037158547892
16.1524862861,108.2539568803,107.3951034545898,0.3173617052937019
16.1524862861,108.2542397676,101.0264663696289,0.335913027455316
16.1524862861,108.2545226549,85.84864044189453,0.3612043756092277
16.1524862861,108.2548055423,77.39476776123047,0.3754346129284042
16.1524862861,108.2550884296,80.76531982421875,0.3210664369886074
16.1524862861,108.2553713169,76.20783233642578,0.3556913562067442
16.1524862861,108.2556542042,71.49787139892578,0.3588555162220357
16.1524862861,108.2559370916,63.40227508544922,0.3652789252487518
16.1524862861,108.2562199789,53.59653091430664,0.3426791277258567
16.1524862861,108.2565028662,47.71451568603516,0.3178852643419572
16.1524862861,108.2567857535,41.35620498657227,0.3264256319811875
16.1524862861,108.2570686409,36.74885940551758,0.3095220059086432
16.1524862861,108.2573515282,28.06713676452637,0.223082278740222
16.1524862861,108.2576344155,18.37451362609863,0.1320954907161803
16.1524862861,108.2579173028,7.192080020904541,0.1117047769979624
16.1524862861,108.2582001902,0.2124456465244293,0.0653140772575083
16.1522209088,108.2432071619,7.625885963439941,0.2240696071674707
16.1522209088,108.2434900493,21.19767189025879,0.323068548543878
16.1522209088,108.2437729366,26.24591445922852,0.3171038165541071
16.1522209088,108.2440558239,35.70329284667969,0.3304268012849931
16.1522209088,108.2443387112,51.1500358581543,0.3444671750046494
16.1522209088,108.2446215986,66.09022521972656,0.321807796987005
16.1522209088,108.2449044859,76.75055694580078,0.3142942807885466
16.1522209088,108.2451873732,93.6032257080078,0.3022663217636385
16.1522209088,108.2454702605,108.3952484130859,0.3152311286431006
16.1522209088,108.2457531479,124.8935546875,0.2920168912125477
16.1522209088,108.2460360352,141.1512908935547,0.3028807894318001
16.1522209088,108.2463189225,153.8299255371094,0.3010932886441624
16.1522209088,108.2466018098,166.5015869140625,0.2988616321949655
16.1522209088,108.2468846972,176.3125457763672,0.2935930909821249
16.1522209088,108.2471675845,186.8397064208984,0.2993235177079188
16.1522209088,108.2474504718,195.9968719482422,0.3117566777149542
16.1522209088,108.2477333591,201.4401550292969,0.3297137216189536
16.1522209088,108.2480162465,202.9754638671875,0.3327774408732565
16.1522209088,108.2482991338,208.0029907226562,0.3200821418884885
16.1522209088,108.2485820211,215.1989135742188,0.3150536385112892
16.1522209088,108.2488649084,211.454345703125,0.3118874668511472
16.1522209088,108.2491477958,202.9713745117188,0.3096275904259387
16.1522209088,108.2494306831,190.1427001953125,0.3322674202424333
16.1522209088,108.2497135704,173.8491363525391,0.352877620110927
16.1522209088,108.2499964577,161.7030029296875,0.3567029504439988
16.1522209088,108.2502793451,153.4591369628906,0.3364533820840951
16.1522209088,108.2505622324,145.2628784179688,0.3348476654047232
16.1522209088,108.2508451197,143.9579772949219,0.3420176788462227
16.1522209088,108.251128007,145.6584320068359,0.339922678532351
16.1522209088,108.2514108944,147.688720703125,0.3188559322033898
16.1522209088,108.2516937817,164.1359252929688,0.2905138339920948
16.1522209088,108.251976669,178.3773193359375,0.2277242972660762
16.1522209088,108.2522595563,187.3986206054688,0.2208495117072596
16.1522209088,108.2525424437,187.1340637207031,0.2520066695102563
16.1522209088,108.252825331,172.8705291748047,0.2735820670979389
16.1522209088,108.2531082183,160.3793487548828,0.2838144905941516
16.1522209088,108.2533911056,148.0819549560547,0.2846483087761827
16.1522209088,108.253673993,131.7765502929688,0.3271916143774255
16.1522209088,108.2539568803,130.1025390625,0.3212913711583924
16.1522209088,108.2542397676,116.0102615356445,0.3602982954545454
16.1522209088,108.2545226549,105.3040008544922,0.3666100254885301
16.1522209088,108.2548055423,92.1723861694336,0.358478331351994
16.1522209088,108.2550884296,92.2577133178711,0.341913277713345
16.1522209088,108.2553713169,87.09929656982422,0.3663330822482872
16.1522209088,108.2556542042,78.9631118774414,0.3624847045274598
16.1522209088,108.2559370916,69.40454864501953,0.3604655339631452
16.1522209088,108.2562199789,61.84174728393555,0.3682495839087786
16.1522209088,108.2565028662,54.19427108764648,0.3592546138684823
16.1522209088,108.2567857535,45.5856819152832,0.3582565683357826
16.1522209088,108.2570686409,35.63599395751953,0.339346357494979
16.1522209088,108.2573515282,30.85376358032227,0.2962480857580398
16.1522209088,108.2576344155,26.34462928771973,0.2191156057902042
16.1522209088,108.2579173028,18.5467357635498,0.1660730000419058
16.1522209088,108.2582001902,6.361597537994385,0.1133072228800437
16.1522209088,108.2584830775,1.541596651077271,0.0568801778136997
16.1522209088,108.2587659648,1.402543663978577,0.0480734325571747
16.1519555314,108.2423585,0.0010749765206128,0.1021586820677901
16.1519555314,108.2426413873,10.51297855377197,0.1862681112126354
16.1519555314,108.2429242746,8.036571502685547,0.2558215674237774
16.1519555314,108.2432071619,15.66874980926514,0.3098309870201168
16.1519555314,108.2434900493,22.51511192321777,0.336123901213897
16.1519555314,108.2437729366,30.0182056427002,0.3308322486792742
16.1519555314,108.2440558239,39.74547576904297,0.3420944251001535
16.1519555314,108.2443387112,53.69904327392578,0.3388466863750327
16.1519555314,108.2446215986,69.1966781616211,0.3150579447888191
16.1519555314,108.2449044859,83.32622528076172,0.281290224880745
16.1519555314,108.2451873732,102.5852279663086,0.3236487767874075
16.1519555314,108.2454702605,116.8416442871094,0.3126145447455644
16.1519555314,108.2457531479,130.9535064697266,0.3102553007356123
16.1519555314,108.2460360352,146.1346282958984,0.318512750632665
16.1519555314,108.2463189225,158.801025390625,0.3163773170827291
16.1519555314,108.2466018098,169.9396667480469,0.3101943673145577
16.1519555314,108.2468846972,182.3469543457031,0.3018928200622953
16.1519555314,108.2471675845,194.7095336914062,0.2946424982918693
16.1519555314,108.2474504718,206.6628112792969,0.3130577736026303
16.1519555314,108.2477333591,214.0549468994141,0.3216753522486006
16.1519555314,108.2480162465,220.2323150634766,0.3171451882357512
16.1519555314,108.2482991338,224.8822631835938,0.3163932500685172
16.1519555314,108.2485820211,226.724365234375,0.3286867763558805
16.1519555314,108.2488649084,223.3052673339844,0.3280820110805412
16.1519555314,108.2491477958,215.7493896484375,0.3360858185571571
16.1519555314,108.2494306831,202.991455078125,0.348312167589276
16.1519555314,108.2497135704,188.8072814941406,0.3557623478883321
16.1519555314,108.2499964577,175.7714080810547,0.3553052926996006
16.1519555314,108.2502793451,165.9688568115234,0.3465649968988288
16.1519555314,108.2505622324,159.5304870605469,0.3318918126511764
16.1519555314,108.2508451197,161.6299743652344,0.3226498889711325
16.1519555314,108.251128007,162.3752288818359,0.3139199760452146
16.1519555314,108.2514108944,162.8822631835938,0.3167781200691261
16.1519555314,108.2516937817,177.5736083984375,0.2721238938053097
16.1519555314,108.251976669,188.5000762939453,0.2977795244645313
16.1519555314,108.2522595563,198.3415069580078,0.3150872913013646
16.1519555314,108.2525424437,203.8697509765625,0.3163134474696432
16.1519555314,108.252825331,199.1101684570312,0.2978907395570929
16.1519555314,108.2531082183,171.4138641357422,0.2091419041843541
