lat,lon,elevation
16.155405437,108.2491477958,0.1997886449098587
16.155405437,108.2494306831,0.0006373227224685
16.1551400596,108.2480162465,4.372262477874756
16.1551400596,108.2482991338,4.895744800567627
16.1551400596,108.2485820211,11.10627937316895
16.1551400596,108.2488649084,17.36017608642578
16.1551400596,108.2491477958,10.54594230651855
16.1551400596,108.2494306831,2.691078662872314
16.1551400596,108.2497135704,0.2096312195062637
16.1548746823,108.2474504718,15.31869029998779
16.1548746823,108.2477333591,20.30138778686523
16.1548746823,108.2480162465,25.65500259399414
16.1548746823,108.2482991338,27.00046348571777
16.1548746823,108.2485820211,31.19558334350586
16.1548746823,108.2488649084,45.78522872924805
16.1548746823,108.2491477958,26.78287506103516
16.1548746823,108.2494306831,16.72803688049316
16.1548746823,108.2497135704,9.238959312438965
16.1548746823,108.2499964577,5.107887744903564
16.1546093049,108.2471675845,27.55660820007324
16.1546093049,108.2474504718,37.36753845214844
16.1546093049,108.2477333591,36.98564529418945
16.1546093049,108.2480162465,40.73250579833984
16.1546093049,108.2482991338,42.79924392700195
16.1546093049,108.2485820211,51.00818252563477
16.1546093049,108.2488649084,60.65544891357422
16.1546093049,108.2491477958,56.39436340332031
16.1546093049,108.2494306831,47.5623664855957
16.1546093049,108.2497135704,33.06528472900391
16.1546093049,108.2499964577,19.14728736877441
16.1546093049,108.2502793451,10.86075401306152
16.1546093049,108.2505622324,4.864180564880371
16.1546093049,108.2508451197,2.154017448425293
16.1546093049,108.251128007,0.0312948152422905
16.1543439276,108.2466018098,43.85710906982422
16.1543439276,108.2468846972,40.81793975830078
16.1543439276,108.2471675845,44.47940444946289
16.1543439276,108.2474504718,48.69233322143555
16.1543439276,108.2477333591,54.83225631713867
16.1543439276,108.2480162465,55.18158340454102
16.1543439276,108.2482991338,57.98908615112305
16.1543439276,108.2485820211,64.52471160888672
16.1543439276,108.2488649084,67.67588806152344
16.1543439276,108.2491477958,73.76716613769531
16.1543439276,108.2494306831,68.00090026855469
16.1543439276,108.2497135704,58.86993408203125
16.1543439276,108.2499964577,44.29823684692383
16.1543439276,108.2502793451,30.13076972961426
16.1543439276,108.2505622324,20.15653610229492
16.1543439276,108.2508451197,11.87483692169189
16.1543439276,108.251128007,10.22109127044678
16.1543439276,108.2514108944,5.035620212554932
16.1543439276,108.2516937817,2.680593490600586
16.1543439276,108.251976669,3.71099328994751
16.1543439276,108.2522595563,2.302547454833984
16.1543439276,108.2525424437,1.240569829940796
16.1543439276,108.252825331,1.665103077888489
16.1543439276,108.2531082183,7.515150547027588
16.1543439276,108.2533911056,2.116286277770996
16.1543439276,108.253673993,0.3395083844661713
16.1540785502,108.2460360352,41.22065353393555
16.1540785502,108.2463189225,51.11314392089844
16.1540785502,108.2466018098,60.17373657226562
16.1540785502,108.2468846972,64.19589233398438
16.1540785502,108.2471675845,64.43367767333984
16.1540785502,108.2474504718,65.78138732910156
16.1540785502,108.2477333591,74.46025085449219
16.1540785502,108.2480162465,75.09150695800781
16.1540785502,108.2482991338,73.0731430053711
16.1540785502,108.2485820211,78.52706146240234
16.1540785502,108.2488649084,84.41403198242188
16.1540785502,108.2491477958,89.15642547607422
16.1540785502,108.2494306831,82.46788024902344
16.1540785502,108.2497135704,73.56205749511719
16.1540785502,108.2499964577,61.74889755249023
16.1540785502,108.2502793451,52.07852172851562
16.1540785502,108.2505622324,45.41194534301758
16.1540785502,108.2508451197,34.3712158203125
16.1540785502,108.251128007,34.29671096801758
16.1540785502,108.2514108944,22.15834617614746
16.1540785502,108.2516937817,19.05709266662598
16.1540785502,108.251976669,21.42024230957031
16.1540785502,108.2522595563,20.75063133239746
16.1540785502,108.2525424437,24.1821117401123
16.1540785502,108.252825331,22.08416366577148
16.1540785502,108.2531082183,23.88661193847656
16.1540785502,108.2533911056,22.0190486907959
16.1540785502,108.253673993,13.60250854492188
16.1540785502,108.2539568803,9.095710754394531
16.1540785502,108.2542397676,0.8290666341781616
16.1538131729,108.2457531479,42.16851806640625
16.1538131729,108.2460360352,53.94939422607422
16.1538131729,108.2463189225,57.81085968017578
16.1538131729,108.2466018098,66.01856994628906
16.1538131729,108.2468846972,80.82598114013672
16.1538131729,108.2471675845,85.6989974975586
16.1538131729,108.2474504718,86.38911437988281
16.1538131729,108.2477333591,92.55953979492188
16.1538131729,108.2480162465,92.92760467529295
16.1538131729,108.2482991338,91.53573608398438
16.1538131729,108.2485820211,97.78298950195312
16.1538131729,108.2488649084,102.5956878662109
16.1538131729,108.2491477958,105.867301940918
16.1538131729,108.2494306831,94.84253692626952
16.1538131729,108.2497135704,83.33287048339844
16.1538131729,108.2499964577,77.63745880126953
16.1538131729,108.2502793451,72.4096450805664
16.1538131729,108.2505622324,66.33135223388672
16.1538131729,108.2508451197,52.74898147583008
16.1538131729,108.251128007,48.8383674621582
16.1538131729,108.2514108944,46.07062911987305
16.1538131729,108.2516937817,42.2275390625
16.1538131729,108.251976669,40.42871475219727
16.1538131729,108.2522595563,41.13114547729492
16.1538131729,108.2525424437,52.14228820800781
16.1538131729,108.252825331,40.9958610534668
16.1538131729,108.2531082183,44.08722686767578
16.1538131729,108.2533911056,43.33917999267578
16.1538131729,108.253673993,34.02164077758789
16.1538131729,108.2539568803,26.94034767150879
16.1538131729,108.2542397676,13.89620113372803
16.1538131729,108.2545226549,3.488075256347656
16.1535477955,108.2451873732,30.25094795227051
16.1535477955,108.2454702605,48.84724807739258
16.1535477955,108.2457531479,55.21660995483398
16.1535477955,108.2460360352,66.56465148925781
16.1535477955,108.2463189225,74.08065795898438
16.1535477955,108.2466018098,78.28129577636719
16.1535477955,108.2468846972,91.19440460205078
16.1535477955,108.2471675845,95.5149154663086
16.1535477955,108.2474504718,99.31452941894533
16.1535477955,108.2477333591,108.3463287353516
16.1535477955,108.2480162465,111.008918762207
16.1535477955,108.2482991338,106.6826477050781
16.1535477955,108.2485820211,110.2298049926758
16.1535477955,108.2488649084,115.4957427978516
16.1535477955,108.2491477958,112.9511566162109
16.1535477955,108.2494306831,108.9758834838867
16.1535477955,108.2497135704,99.90933227539062
16.1535477955,108.2499964577,98.19234466552734
16.1535477955,108.2502793451,90.7013168334961
16.1535477955,108.2505622324,82.97709655761719
16.1535477955,108.2508451197,71.47425079345703
16.1535477955,108.251128007,64.86951446533203
16.1535477955,108.2514108944,66.33898162841797
16.1535477955,108.2516937817,67.91012573242188
16.1535477955,108.251976669,60.17952346801758
16.1535477955,108.2522595563,67.16558837890625
16.1535477955,108.2525424437,69.85088348388672
16.1535477955,108.252825331,67.23684692382812
16.1535477955,108.2531082183,64.41650390625
16.1535477955,108.2533911056,56.55939483642578
16.1535477955,108.253673993,45.5154914855957
16.1535477955,108.2539568803,43.27204895019531
16.1535477955,108.2542397676,36.7518310546875
16.1535477955,108.2545226549,16.91062164306641
16.1535477955,108.2548055423,4.074459552764893
16.1535477955,108.2550884296,9.84140682220459
16.1535477955,108.2553713169,0.8851471543312073
16.1535477955,108.2556542042,1.155035018920898
16.1535477955,108.2559370916,3.642162322998047
16.1535477955,108.2562199789,0.7098464965820312
16.1532824182,108.2446215986,25.91732025146484
16.1532824182,108.2449044859,33.42601776123047
16.1532824182,108.2451873732,38.14595794677734
16.1532824182,108.2454702605,54.37052536010742
16.1532824182,108.2457531479,67.97059631347656
16.1532824182,108.2460360352,77.33972930908203
16.1532824182,108.2463189225,84.0636215209961
16.1532824182,108.2466018098,93.34400939941406
16.1532824182,108.2468846972,99.32937622070312
16.1532824182,108.2471675845,118.8953323364258
16.1532824182,108.2474504718,128.5908355712891
16.1532824182,108.2477333591,135.2836303710938
16.1532824182,108.2480162465,133.0297698974609
16.1532824182,108.2482991338,131.8300170898438
16.1532824182,108.2485820211,136.8511352539062
16.1532824182,108.2488649084,142.6227569580078
16.1532824182,108.2491477958,135.2240142822266
16.1532824182,108.2494306831,117.4753189086914
16.1532824182,108.2497135704,117.6047668457031
16.1532824182,108.2499964577,108.3955535888672
16.1532824182,108.2502793451,110.5822982788086
16.1532824182,108.2505622324,102.1480560302734
16.1532824182,108.2508451197,91.60552978515624
16.1532824182,108.251128007,80.91572570800781
16.1532824182,108.2514108944,88.33769226074219
16.1532824182,108.2516937817,93.99143981933594
16.1532824182,108.251976669,80.5794677734375
16.1532824182,108.2522595563,86.99320983886719
16.1532824182,108.2525424437,90.66793823242188
16.1532824182,108.252825331,91.78125
16.1532824182,108.2531082183,90.32282257080078
16.1532824182,108.2533911056,74.32655334472656
16.1532824182,108.253673993,68.915283203125
16.1532824182,108.2539568803,62.04380798339844
16.1532824182,108.2542397676,45.89570999145508
16.1532824182,108.2545226549,37.83415985107422
16.1532824182,108.2548055423,24.41035079956055
16.1532824182,108.2550884296,32.34194564819336
16.1532824182,108.2553713169,36.45492935180664
16.1532824182,108.2556542042,20.70594024658203
16.1532824182,108.2559370916,19.35406494140625
16.1532824182,108.2562199789,19.20296478271484
16.1532824182,108.2565028662,9.637335777282717
16.1532824182,108.2567857535,6.424798965454102
